GeneModel	Coverage	Integrity
PdomMRNAr1.2-09898.1	1	0.7
PdomMRNAr1.2-09900.1	1	0.9
PdomMRNAr1.2-09901.1	1	0.94
PdomMRNAr1.2-09902.1	1	1
PdomMRNAr1.2-09903.1	1	1
PdomMRNAr1.2-09904.1	1	0.99
PdomMRNAr1.2-09905.1	0.52	0.16
PdomMRNAr1.2-09906.1	0.98	0.96
PdomMRNAr1.2-09907.1	1	0.94
PdomMRNAr1.2-09908.1	1	1
PdomMRNAr1.2-09909.1	0.05	0.02
PdomMRNAr1.2-09910.1	1	0.99
PdomMRNAr1.2-09911.1	1	0.99
PdomMRNAr1.2-09912.1	0.1	0.03
PdomMRNAr1.2-09913.1	0.74	0.22
PdomMRNAr1.2-09914.1	0.06	0.02
PdomMRNAr1.2-09915.1	1	0.75
PdomMRNAr1.2-09916.1	1	0.6
PdomMRNAr1.2-09917.1	1	0.75
PdomMRNAr1.2-09918.1	1	0.91
PdomMRNAr1.2-09919.1	1	0.95
PdomMRNAr1.2-09920.1	1	0.92
PdomMRNAr1.2-09921.1	0	NULL
PdomMRNAr1.2-09922.1	0.38	0.12
PdomMRNAr1.2-09923.1	1	1
PdomMRNAr1.2-09924.1	0.04	0.01
PdomMRNAr1.2-09925.1	1	1
PdomMRNAr1.2-09926.1	0.31	0.09
PdomMRNAr1.2-09927.1	1	0.3
PdomMRNAr1.2-09928.1	1	1
PdomMRNAr1.2-09929.1	0.08	0.02
PdomMRNAr1.2-09930.1	0.97	0.94
PdomMRNAr1.2-09931.1	1	0.3
PdomMRNAr1.2-09932.1	1	1
PdomMRNAr1.2-09933.1	0	NULL
PdomMRNAr1.2-09934.1	1	0.9
PdomMRNAr1.2-09935.1	1	0.98
PdomMRNAr1.2-09936.1	1	0.78
PdomMRNAr1.2-09937.1	1	0.9
PdomMRNAr1.2-09938.1	1	1
PdomMRNAr1.2-09939.1	0.38	0.11
PdomMRNAr1.2-09940.1	1	1
PdomMRNAr1.2-09941.1	0	0
PdomMRNAr1.2-09942.1	1	1
PdomMRNAr1.2-09943.1	1	0.84
PdomMRNAr1.2-09944.1	0.48	0.15
PdomMRNAr1.2-09945.1	1	1
PdomMRNAr1.2-09946.1	1	1
PdomMRNAr1.2-09947.1	1	0.57
PdomMRNAr1.2-09948.1	1	0.96
PdomMRNAr1.2-09950.1	1	0.35
PdomMRNAr1.2-09951.1	0.99	0.68
PdomMRNAr1.2-09952.1	1	0.9
PdomMRNAr1.2-09953.1	1	0.77
PdomMRNAr1.2-09954.1	1	0.7
PdomMRNAr1.2-09955.1	1	0.65
PdomMRNAr1.2-09956.1	1	0.98
PdomMRNAr1.2-09957.1	0	NULL
PdomMRNAr1.2-09958.1	0.23	0.07
PdomMRNAr1.2-09959.1	1	1
PdomMRNAr1.2-09960.1	0.87	0.31
PdomMRNAr1.2-09961.1	1	0.96
PdomMRNAr1.2-09962.1	0.89	0.27
PdomMRNAr1.2-09963.1	0	NULL
PdomMRNAr1.2-09964.1	1	0.95
PdomMRNAr1.2-09965.1	1	0.97
PdomMRNAr1.2-09966.1	1	0.7
PdomMRNAr1.2-09967.1	0.31	0.09
PdomMRNAr1.2-09968.1	0.03	0.01
PdomMRNAr1.2-09969.1	0	0
PdomMRNAr1.2-09970.1	0.68	0.21
PdomMRNAr1.2-09971.1	1	1
PdomMRNAr1.2-09972.1	0.47	0.18
PdomMRNAr1.2-09973.1	1	1
PdomMRNAr1.2-09974.1	1	0.98
PdomMRNAr1.2-09975.1	1	0.99
PdomMRNAr1.2-09976.1	1	0.98
PdomMRNAr1.2-09977.1	1	0.98
PdomMRNAr1.2-09979.1	1	0.95
PdomMRNAr1.2-09980.1	1	0.98
PdomMRNAr1.2-09981.1	1	0.86
PdomMRNAr1.2-09982.1	0.97	0.99
PdomMRNAr1.2-09983.1	1	1
PdomMRNAr1.2-09984.1	0.98	0.74
PdomMRNAr1.2-09985.1	0.93	0.89
PdomMRNAr1.2-09986.1	0.91	0.82
PdomMRNAr1.2-09987.1	1	0.88
PdomMRNAr1.2-09988.1	1	0.94
PdomMRNAr1.2-09989.1	1	1
PdomMRNAr1.2-09990.1	0	0
PdomMRNAr1.2-09991.1	0.99	0.94
PdomMRNAr1.2-09992.1	1	0.95
PdomMRNAr1.2-09993.1	0	0
PdomMRNAr1.2-09994.1	1	1
PdomMRNAr1.2-09995.1	0.64	0.19
PdomMRNAr1.2-09996.1	0.04	0.01
PdomMRNAr1.2-09997.1	0	NULL
PdomMRNAr1.2-09998.1	0.92	0.28
PdomMRNAr1.2-09999.1	1	0.82
PdomMRNAr1.2-10000.1	1	0.95
PdomMRNAr1.2-10001.1	1	0.95
PdomMRNAr1.2-10002.1	1	0.9
PdomMRNAr1.2-10003.1	0	NULL
PdomMRNAr1.2-10004.1	1	0.75
PdomMRNAr1.2-10005.1	1	1
PdomMRNAr1.2-10006.1	1	1
PdomMRNAr1.2-10007.1	1	0.99
PdomMRNAr1.2-10008.1	0	NULL
PdomMRNAr1.2-10009.1	0.33	0.1
PdomMRNAr1.2-10010.1	1	0.95
PdomMRNAr1.2-10011.1	1	1
PdomMRNAr1.2-10012.1	1	0.94
PdomMRNAr1.2-10014.1	1	1
PdomMRNAr1.2-10015.1	0.96	0.85
PdomMRNAr1.2-10016.1	0	NULL
PdomMRNAr1.2-10017.1	1	1
PdomMRNAr1.2-10018.1	1	0.83
PdomMRNAr1.2-10019.1	1	0.85
PdomMRNAr1.2-10020.1	1	1
PdomMRNAr1.2-10021.1	1	0.8
PdomMRNAr1.2-10022.1	1	1
PdomMRNAr1.2-10023.1	0.99	0.86
PdomMRNAr1.2-10024.1	0.99	0.87
PdomMRNAr1.2-10025.1	0.93	0.63
PdomMRNAr1.2-10026.1	0	NULL
PdomMRNAr1.2-10027.1	1	0.95
PdomMRNAr1.2-10028.1	1	1
PdomMRNAr1.2-10030.1	1	1
PdomMRNAr1.2-10031.1	1	1
PdomMRNAr1.2-10032.1	0.32	0.1
PdomMRNAr1.2-10033.1	1	0.95
PdomMRNAr1.2-10034.1	0.85	0.55
PdomMRNAr1.2-10035.1	0.09	0.03
PdomMRNAr1.2-10036.1	1	1
PdomMRNAr1.2-10037.1	1	0.95
PdomMRNAr1.2-10038.1	1	0.97
PdomMRNAr1.2-10039.1	1	0.95
PdomMRNAr1.2-10040.1	1	0.99
PdomMRNAr1.2-10041.1	0.98	0.29
PdomMRNAr1.2-10042.1	0.82	0.85
PdomMRNAr1.2-10043.1	1	1
PdomMRNAr1.2-10044.1	1	0.96
PdomMRNAr1.2-10045.1	1	0.99
PdomMRNAr1.2-10046.1	0.98	0.96
PdomMRNAr1.2-10047.1	1	0.95
PdomMRNAr1.2-10048.1	1	0.94
PdomMRNAr1.2-10049.1	1	0.91
PdomMRNAr1.2-10050.1	1	1
PdomMRNAr1.2-10051.1	1	0.5
PdomMRNAr1.2-10052.1	0.91	0.87
PdomMRNAr1.2-10055.1	1	0.6
PdomMRNAr1.2-10056.1	0.53	0.16
PdomMRNAr1.2-10057.1	1	1
PdomMRNAr1.2-10058.1	0.89	0.32
PdomMRNAr1.2-10059.1	1	1
PdomMRNAr1.2-10060.1	1	1
PdomMRNAr1.2-10061.1	0	NULL
PdomMRNAr1.2-10062.1	1	0.35
PdomMRNAr1.2-10063.1	1	0.6
PdomMRNAr1.2-10064.1	1	0.99
PdomMRNAr1.2-10065.1	1	1
PdomMRNAr1.2-10066.1	1	0.85
PdomMRNAr1.2-10067.1	1	0.95
PdomMRNAr1.2-10068.1	1	0.3
PdomMRNAr1.2-10069.1	1	0.6
PdomMRNAr1.2-10070.1	0.18	0.05
PdomMRNAr1.2-10071.1	0.85	0.5
PdomMRNAr1.2-10072.1	1	1
PdomMRNAr1.2-10073.1	0.03	0.01
PdomMRNAr1.2-10074.1	1	1
PdomMRNAr1.2-10075.1	1	0.98
PdomMRNAr1.2-10076.1	0	NULL
PdomMRNAr1.2-10077.1	0.85	0.3
PdomMRNAr1.2-10078.1	1	1
PdomMRNAr1.2-10079.1	1	1
PdomMRNAr1.2-10080.1	1	0.93
PdomMRNAr1.2-10081.1	1	0.9
PdomMRNAr1.2-10082.1	1	0.9
PdomMRNAr1.2-10083.1	1	0.6
PdomMRNAr1.2-10084.1	1	0.78
PdomMRNAr1.2-10085.1	0.45	0.14
PdomMRNAr1.2-10086.1	0.99	0.8
PdomMRNAr1.2-10087.1	1	0.94
PdomMRNAr1.2-10088.1	0.08	0.02
PdomMRNAr1.2-10089.1	1	0.95
PdomMRNAr1.2-10090.1	1	0.99
PdomMRNAr1.2-10091.1	0	NULL
PdomMRNAr1.2-10092.1	1	0.83
PdomMRNAr1.2-10093.1	0.65	0.19
PdomMRNAr1.2-10094.1	0.37	0.11
PdomMRNAr1.2-10095.1	1	1
PdomMRNAr1.2-10096.1	0.34	0.22
PdomMRNAr1.2-10097.1	1	1
PdomMRNAr1.2-10098.1	0.75	0.23
PdomMRNAr1.2-10099.1	1	0.95
PdomMRNAr1.2-10100.1	0.44	0.13
PdomMRNAr1.2-10101.1	0	NULL
PdomMRNAr1.2-10102.1	1	0.5
PdomMRNAr1.2-10103.1	1	0.85
PdomMRNAr1.2-10104.1	1	1
PdomMRNAr1.2-10106.1	1	0.3
PdomMRNAr1.2-10107.1	1	0.92
PdomMRNAr1.2-10108.1	1	1
PdomMRNAr1.2-10109.1	1	0.98
PdomMRNAr1.2-10110.1	1	1
PdomMRNAr1.2-10111.1	1	0.87
PdomMRNAr1.2-10112.1	1	0.91
PdomMRNAr1.2-10113.1	1	1
PdomMRNAr1.2-10114.1	1	0.92
PdomMRNAr1.2-10115.1	0.97	0.99
PdomMRNAr1.2-10116.1	0.7	0.21
PdomMRNAr1.2-10117.1	1	0.85
PdomMRNAr1.2-10118.1	1	1
PdomMRNAr1.2-10119.1	1	1
PdomMRNAr1.2-10120.1	1	0.79
PdomMRNAr1.2-10121.1	0.37	0.11
PdomMRNAr1.2-10122.1	1	0.8
PdomMRNAr1.2-10125.1	0.78	0.23
PdomMRNAr1.2-10126.1	1	0.91
PdomMRNAr1.2-10127.1	1	0.9
PdomMRNAr1.2-10128.1	1	0.68
PdomMRNAr1.2-10129.1	1	0.76
PdomMRNAr1.2-10130.1	1	0.97
PdomMRNAr1.2-10131.1	0.01	0
PdomMRNAr1.2-10132.1	1	0.66
PdomMRNAr1.2-10133.1	0.69	0.21
PdomMRNAr1.2-10134.1	0.13	0.04
PdomMRNAr1.2-10135.1	1	1
PdomMRNAr1.2-10136.1	0.09	0.03
PdomMRNAr1.2-10138.1	1	1
PdomMRNAr1.2-10139.1	0	NULL
PdomMRNAr1.2-10140.1	1	0.95
PdomMRNAr1.2-10141.1	0.89	0.27
PdomMRNAr1.2-10142.1	1	0.9
PdomMRNAr1.2-10143.1	0.68	0.2
PdomMRNAr1.2-10145.1	1	0.91
PdomMRNAr1.2-10146.1	1	0.95
PdomMRNAr1.2-10147.1	1	0.96
PdomMRNAr1.2-10148.1	0	0
PdomMRNAr1.2-10149.1	1	0.84
PdomMRNAr1.2-10150.1	0.76	0.24
PdomMRNAr1.2-10151.1	1	0.3
PdomMRNAr1.2-10152.1	1	0.9
PdomMRNAr1.2-10153.1	0.96	0.89
PdomMRNAr1.2-10154.1	1	0.81
PdomMRNAr1.2-10155.1	0.42	0.25
PdomMRNAr1.2-10156.1	1	0.96
PdomMRNAr1.2-10157.1	1	0.95
PdomMRNAr1.2-10158.1	1	0.95
PdomMRNAr1.2-10159.1	0	NULL
PdomMRNAr1.2-10160.1	0.33	0.1
PdomMRNAr1.2-10161.1	1	0.95
PdomMRNAr1.2-10162.1	1	0.3
PdomMRNAr1.2-10163.1	1	0.8
PdomMRNAr1.2-10164.1	1	0.9
PdomMRNAr1.2-10165.1	1	0.9
PdomMRNAr1.2-10166.1	1	1
PdomMRNAr1.2-10167.1	0.22	0.07
PdomMRNAr1.2-10168.1	0.97	0.89
PdomMRNAr1.2-10169.1	1	0.65
PdomMRNAr1.2-10170.1	1	0.97
PdomMRNAr1.2-10171.1	0.7	0.46
PdomMRNAr1.2-10172.1	0	NULL
PdomMRNAr1.2-10173.1	1	0.9
PdomMRNAr1.2-10174.1	1	0.7
PdomMRNAr1.2-10175.1	1	0.99
PdomMRNAr1.2-10177.1	1	0.93
PdomMRNAr1.2-10178.1	0.99	0.83
PdomMRNAr1.2-10179.1	1	0.95
PdomMRNAr1.2-10180.1	0	NULL
PdomMRNAr1.2-10181.1	0.97	0.53
PdomMRNAr1.2-10182.1	0.67	0.2
PdomMRNAr1.2-10183.1	0.07	0.02
PdomMRNAr1.2-10184.1	1	0.3
PdomMRNAr1.2-10185.1	0.26	0.08
PdomMRNAr1.2-10186.1	0.88	0.61
PdomMRNAr1.2-10187.1	1	0.9
PdomMRNAr1.2-10188.1	0.96	0.64
PdomMRNAr1.2-10189.1	0.07	0.02
PdomMRNAr1.2-10190.1	1	0.98
PdomMRNAr1.2-10191.1	1	0.99
PdomMRNAr1.2-10192.1	1	0.93
PdomMRNAr1.2-10193.1	0	NULL
PdomMRNAr1.2-10194.1	0.01	0
PdomMRNAr1.2-10195.1	0.37	0.23
PdomMRNAr1.2-10196.1	1	0.9
PdomMRNAr1.2-10197.1	1	0.95
PdomMRNAr1.2-10198.1	0.67	0.2
PdomMRNAr1.2-10199.1	1	0.95
PdomMRNAr1.2-10200.1	1	0.95
PdomMRNAr1.2-10201.1	1	0.9
PdomMRNAr1.2-10202.1	1	0.35
PdomMRNAr1.2-10203.1	0.89	0.27
PdomMRNAr1.2-10204.1	1	0.91
PdomMRNAr1.2-10206.1	1	1
PdomMRNAr1.2-10207.1	0	NULL
PdomMRNAr1.2-10208.1	1	0.3
PdomMRNAr1.2-10209.1	1	1
PdomMRNAr1.2-10210.1	1	0.65
PdomMRNAr1.2-10211.1	1	1
PdomMRNAr1.2-10212.1	1	0.94
PdomMRNAr1.2-10213.1	1	0.3
PdomMRNAr1.2-10214.1	1	0.65
PdomMRNAr1.2-10215.1	0.92	0.5
PdomMRNAr1.2-10216.1	0.32	0.1
PdomMRNAr1.2-10217.1	0	NULL
PdomMRNAr1.2-10218.1	1	1
PdomMRNAr1.2-10219.1	1	0.91
PdomMRNAr1.2-10220.1	1	0.91
PdomMRNAr1.2-10221.1	1	1
PdomMRNAr1.2-10222.1	1	0.95
PdomMRNAr1.2-10223.1	1	1
PdomMRNAr1.2-10224.1	1	1
PdomMRNAr1.2-10225.1	1	0.35
PdomMRNAr1.2-10226.1	1	0.97
PdomMRNAr1.2-10227.1	1	1
PdomMRNAr1.2-10228.1	0.11	0.03
PdomMRNAr1.2-10230.1	1	0.51
PdomMRNAr1.2-10231.1	0.13	0.04
PdomMRNAr1.2-10232.1	0.99	0.75
PdomMRNAr1.2-10233.1	1	1
PdomMRNAr1.2-10234.1	0	0
PdomMRNAr1.2-10235.1	1	0.3
PdomMRNAr1.2-10236.1	0.94	0.58
PdomMRNAr1.2-10237.1	0.96	0.6
PdomMRNAr1.2-10238.1	0	0
PdomMRNAr1.2-10239.1	1	0.5
PdomMRNAr1.2-10240.1	1	0.9
PdomMRNAr1.2-10241.1	1	0.59
PdomMRNAr1.2-10242.1	0	NULL
PdomMRNAr1.2-10243.1	1	0.95
PdomMRNAr1.2-10245.1	1	0.75
PdomMRNAr1.2-10246.1	1	0.99
PdomMRNAr1.2-10247.1	1	0.75
PdomMRNAr1.2-10248.1	0.62	0.19
PdomMRNAr1.2-10249.1	1	1
PdomMRNAr1.2-10250.1	1	1
PdomMRNAr1.2-10251.1	1	0.97
PdomMRNAr1.2-10252.1	1	0.63
PdomMRNAr1.2-10253.1	1	0.67
PdomMRNAr1.2-10254.1	1	1
PdomMRNAr1.2-10255.1	0	0
PdomMRNAr1.2-10256.1	1	0.96
PdomMRNAr1.2-10257.1	0.01	0
PdomMRNAr1.2-10258.1	1	0.65
PdomMRNAr1.2-10259.1	1	0.5
PdomMRNAr1.2-10260.1	0	NULL
PdomMRNAr1.2-10261.1	1	0.75
PdomMRNAr1.2-10262.1	1	1
PdomMRNAr1.2-10263.1	0.99	0.74
PdomMRNAr1.2-10264.1	0.95	0.81
PdomMRNAr1.2-10266.1	0.99	0.56
PdomMRNAr1.2-10267.1	1	0.95
PdomMRNAr1.2-10269.1	0.95	0.69
PdomMRNAr1.2-10270.1	0	0
PdomMRNAr1.2-10271.1	1	0.98
PdomMRNAr1.2-10272.1	0.95	0.82
PdomMRNAr1.2-10273.1	0.32	0.51
PdomMRNAr1.2-10274.1	0	NULL
PdomMRNAr1.2-10275.1	0.91	0.81
PdomMRNAr1.2-10276.1	0.05	0.02
PdomMRNAr1.2-10277.1	0.02	0.01
PdomMRNAr1.2-10278.1	1	0.95
PdomMRNAr1.2-10279.1	1	0.91
PdomMRNAr1.2-10280.1	0.57	0.58
PdomMRNAr1.2-10282.1	1	0.3
PdomMRNAr1.2-10283.1	0	NULL
PdomMRNAr1.2-10284.1	0	NULL
PdomMRNAr1.2-10285.1	1	0.3
PdomMRNAr1.2-10286.1	0.98	0.94
PdomMRNAr1.2-10287.1	0.08	0.03
PdomMRNAr1.2-10288.1	1	0.9
PdomMRNAr1.2-10289.1	0.92	0.28
PdomMRNAr1.2-10290.1	0.99	0.8
PdomMRNAr1.2-10291.1	1	1
PdomMRNAr1.2-10292.1	1	0.93
PdomMRNAr1.2-10293.1	1	1
PdomMRNAr1.2-10294.1	0.95	0.28
PdomMRNAr1.2-10295.1	0	NULL
PdomMRNAr1.2-10296.1	1	0.84
PdomMRNAr1.2-10297.1	0	NULL
PdomMRNAr1.2-10298.1	1	0.65
PdomMRNAr1.2-10299.1	1	0.97
PdomMRNAr1.2-10300.1	1	0.76
PdomMRNAr1.2-10301.1	1	0.93
PdomMRNAr1.2-10302.1	0.82	0.77
PdomMRNAr1.2-10303.1	0.45	0.14
PdomMRNAr1.2-10304.1	1	0.96
PdomMRNAr1.2-10305.1	0	NULL
PdomMRNAr1.2-10306.1	1	0.95
PdomMRNAr1.2-10307.1	1	0.95
PdomMRNAr1.2-10308.1	0	NULL
PdomMRNAr1.2-10309.1	1	0.85
PdomMRNAr1.2-10310.1	1	0.96
PdomMRNAr1.2-10311.1	0.87	0.85
PdomMRNAr1.2-10312.1	1	0.71
PdomMRNAr1.2-10313.1	1	1
PdomMRNAr1.2-10314.1	0	NULL
PdomMRNAr1.2-10315.1	1	0.82
PdomMRNAr1.2-10316.1	1	0.96
PdomMRNAr1.2-10317.1	1	1
PdomMRNAr1.2-10318.1	1	0.99
PdomMRNAr1.2-10319.1	0.42	0.13
PdomMRNAr1.2-10320.1	1	0.83
PdomMRNAr1.2-10321.1	1	0.94
PdomMRNAr1.2-10322.1	0	NULL
PdomMRNAr1.2-10323.1	0.98	0.55
PdomMRNAr1.2-10324.1	0	NULL
PdomMRNAr1.2-10325.1	0.75	0.38
PdomMRNAr1.2-10326.1	1	0.95
PdomMRNAr1.2-10327.1	1	0.8
PdomMRNAr1.2-10328.1	1	0.45
PdomMRNAr1.2-10329.1	0.37	0.11
PdomMRNAr1.2-10330.1	1	0.3
PdomMRNAr1.2-10331.1	0.03	0.01
PdomMRNAr1.2-10332.1	0	0
PdomMRNAr1.2-10333.1	0	NULL
PdomMRNAr1.2-10334.1	0	NULL
PdomMRNAr1.2-10335.1	0.96	0.94
PdomMRNAr1.2-10337.1	0.07	0.02
PdomMRNAr1.2-10338.1	0.53	0.16
PdomMRNAr1.2-10339.1	0	0
PdomMRNAr1.2-10340.1	0	0
PdomMRNAr1.2-10341.1	1	0.5
PdomMRNAr1.2-10342.1	1	0.92
PdomMRNAr1.2-10343.1	0.99	0.6
PdomMRNAr1.2-10344.1	1	0.99
PdomMRNAr1.2-10345.1	0.44	0.31
PdomMRNAr1.2-10346.1	1	0.78
PdomMRNAr1.2-10347.1	0.03	0.01
PdomMRNAr1.2-10348.1	0.76	0.23
PdomMRNAr1.2-10349.1	0.86	0.26
PdomMRNAr1.2-10350.1	1	0.92
PdomMRNAr1.2-10351.1	0.07	0.02
PdomMRNAr1.2-10352.1	1	0.3
PdomMRNAr1.2-10353.1	1	0.88
PdomMRNAr1.2-10354.1	0.68	0.63
PdomMRNAr1.2-10355.1	1	1
PdomMRNAr1.2-10356.1	0.98	0.69
PdomMRNAr1.2-10357.1	1	0.63
PdomMRNAr1.2-10358.1	0.8	0.88
PdomMRNAr1.2-10359.1	1	0.79
PdomMRNAr1.2-10360.1	1	0.99
PdomMRNAr1.2-10361.1	1	1
PdomMRNAr1.2-10362.1	0.47	0.29
PdomMRNAr1.2-10363.1	0.98	1
PdomMRNAr1.2-10364.1	1	0.3
PdomMRNAr1.2-10365.1	1	1
PdomMRNAr1.2-10366.1	0	NULL
PdomMRNAr1.2-10367.1	1	1
PdomMRNAr1.2-10368.1	0.93	0.62
PdomMRNAr1.2-10369.1	0.73	0.23
PdomMRNAr1.2-10370.1	0.36	0.28
PdomMRNAr1.2-10371.1	1	0.96
PdomMRNAr1.2-10372.1	0.96	0.62
PdomMRNAr1.2-10373.1	1	1
PdomMRNAr1.2-10374.1	0.08	0.02
PdomMRNAr1.2-10376.1	1	0.6
PdomMRNAr1.2-10377.1	1	0.99
PdomMRNAr1.2-10378.1	1	0.99
PdomMRNAr1.2-10379.1	1	0.97
PdomMRNAr1.2-10380.1	0	0
PdomMRNAr1.2-10381.1	0.96	0.59
PdomMRNAr1.2-10382.1	0.36	0.26
PdomMRNAr1.2-10383.1	0.04	0.61
PdomMRNAr1.2-10384.1	1	1
PdomMRNAr1.2-10385.1	1	0.35
PdomMRNAr1.2-10386.1	1	0.95
PdomMRNAr1.2-10387.1	0.99	0.92
PdomMRNAr1.2-10388.1	1	0.97
PdomMRNAr1.2-10389.1	1	1
PdomMRNAr1.2-10390.1	1	0.95
PdomMRNAr1.2-10391.1	0.95	0.82
PdomMRNAr1.2-10392.1	1	0.9
PdomMRNAr1.2-10393.1	1	0.9
PdomMRNAr1.2-10394.1	1	1
PdomMRNAr1.2-10395.1	1	0.95
PdomMRNAr1.2-10396.1	1	0.9
PdomMRNAr1.2-10397.1	1	1
PdomMRNAr1.2-10398.1	1	1
PdomMRNAr1.2-10399.1	0.84	0.25
PdomMRNAr1.2-10400.1	1	0.83
PdomMRNAr1.2-10401.1	1	1
PdomMRNAr1.2-10402.1	1	1
PdomMRNAr1.2-10403.1	1	0.97
PdomMRNAr1.2-10404.1	1	1
PdomMRNAr1.2-10405.1	1	0.9
PdomMRNAr1.2-10406.1	1	0.7
PdomMRNAr1.2-10407.1	1	0.9
PdomMRNAr1.2-10408.1	1	0.99
PdomMRNAr1.2-10409.1	1	0.98
PdomMRNAr1.2-10411.1	1	1
PdomMRNAr1.2-10413.1	0.72	0.22
PdomMRNAr1.2-10414.1	0.96	0.78
PdomMRNAr1.2-10415.1	0.95	0.85
PdomMRNAr1.2-10416.1	1	0.74
PdomMRNAr1.2-10417.1	1	0.68
PdomMRNAr1.2-10418.1	1	0.9
PdomMRNAr1.2-10419.1	1	0.7
PdomMRNAr1.2-10420.1	1	0.77
PdomMRNAr1.2-10421.1	0	NULL
PdomMRNAr1.2-10422.1	0.92	0.82
PdomMRNAr1.2-10423.1	1	0.95
PdomMRNAr1.2-10424.1	1	1
PdomMRNAr1.2-10425.1	1	1
PdomMRNAr1.2-10426.1	1	0.83
PdomMRNAr1.2-10427.1	1	1
PdomMRNAr1.2-10428.1	0.77	0.52
PdomMRNAr1.2-10429.1	0.77	0.68
PdomMRNAr1.2-10430.1	1	0.85
PdomMRNAr1.2-10431.1	1	0.75
PdomMRNAr1.2-10432.1	1	0.88
PdomMRNAr1.2-10433.1	0.9	0.27
PdomMRNAr1.2-10434.1	1	0.64
PdomMRNAr1.2-10435.1	0.89	0.27
PdomMRNAr1.2-10436.1	0.28	0.13
PdomMRNAr1.2-10437.1	1	0.98
PdomMRNAr1.2-10438.1	1	1
PdomMRNAr1.2-10439.1	0.97	0.29
PdomMRNAr1.2-10440.1	0.49	0.15
PdomMRNAr1.2-10441.1	1	0.3
PdomMRNAr1.2-10442.1	1	0.71
PdomMRNAr1.2-10443.1	0.97	0.94
PdomMRNAr1.2-10444.1	1	0.3
PdomMRNAr1.2-10445.1	0.99	0.78
PdomMRNAr1.2-10446.1	0.99	0.92
PdomMRNAr1.2-10447.1	1	0.92
PdomMRNAr1.2-10448.1	1	0.85
PdomMRNAr1.2-10449.1	0.69	0.76
PdomMRNAr1.2-10450.1	0.02	0.01
PdomMRNAr1.2-10451.1	0.93	0.75
PdomMRNAr1.2-10452.1	1	1
PdomMRNAr1.2-10453.1	0.99	0.83
PdomMRNAr1.2-10454.1	1	0.72
PdomMRNAr1.2-10455.1	0	NULL
PdomMRNAr1.2-10456.1	1	0.83
PdomMRNAr1.2-10457.1	0.94	0.82
PdomMRNAr1.2-10458.1	1	0.3
PdomMRNAr1.2-10459.1	0.91	0.51
PdomMRNAr1.2-10460.1	0.45	0.44
PdomMRNAr1.2-10461.1	1	0.95
PdomMRNAr1.2-10462.1	1	0.95
PdomMRNAr1.2-10463.1	1	0.9
PdomMRNAr1.2-10465.1	1	0.63
PdomMRNAr1.2-10466.1	1	0.85
PdomMRNAr1.2-10467.1	1	0.8
PdomMRNAr1.2-10469.1	1	0.99
PdomMRNAr1.2-10470.1	1	0.93
PdomMRNAr1.2-10471.1	0.99	0.6
PdomMRNAr1.2-10472.1	1	0.63
PdomMRNAr1.2-10473.1	1	0.9
PdomMRNAr1.2-10474.1	1	1
PdomMRNAr1.2-10475.1	1	1
PdomMRNAr1.2-10476.1	1	0.81
PdomMRNAr1.2-10477.1	0	NULL
PdomMRNAr1.2-10478.1	1	1
PdomMRNAr1.2-10479.1	1	0.9
PdomMRNAr1.2-10481.1	1	0.7
PdomMRNAr1.2-10483.1	0	NULL
PdomMRNAr1.2-10486.1	1	0.9
PdomMRNAr1.2-10488.1	1	0.96
PdomMRNAr1.2-10489.1	1	0.8
PdomMRNAr1.2-10490.1	0.14	0.04
PdomMRNAr1.2-10491.1	0	NULL
PdomMRNAr1.2-10492.1	1	0.95
PdomMRNAr1.2-10493.1	1	0.9
PdomMRNAr1.2-10494.1	1	0.95
PdomMRNAr1.2-10495.1	1	0.75
PdomMRNAr1.2-10496.1	1	1
PdomMRNAr1.2-10497.1	0.99	1
PdomMRNAr1.2-10498.1	1	0.9
PdomMRNAr1.2-10499.1	1	1
PdomMRNAr1.2-10500.1	0.98	0.34
PdomMRNAr1.2-10501.1	1	0.9
PdomMRNAr1.2-10502.1	0	NULL
PdomMRNAr1.2-10503.1	1	0.98
PdomMRNAr1.2-10504.1	0.46	0.39
PdomMRNAr1.2-10505.1	0.52	0.16
PdomMRNAr1.2-10506.1	1	1
PdomMRNAr1.2-10507.1	0.06	0.02
PdomMRNAr1.2-10508.1	1	1
PdomMRNAr1.2-10509.1	0.91	0.27
PdomMRNAr1.2-10510.1	1	0.95
PdomMRNAr1.2-10511.1	1	0.9
PdomMRNAr1.2-10512.1	1	0.9
PdomMRNAr1.2-10513.1	1	0.95
PdomMRNAr1.2-10514.1	1	0.97
PdomMRNAr1.2-10515.1	0.99	0.82
PdomMRNAr1.2-10516.1	0.93	0.71
PdomMRNAr1.2-10517.1	1	0.8
PdomMRNAr1.2-10518.1	0.99	0.65
PdomMRNAr1.2-10519.1	0.87	0.75
PdomMRNAr1.2-10520.1	1	0.99
PdomMRNAr1.2-10521.1	1	0.3
PdomMRNAr1.2-10522.1	1	1
PdomMRNAr1.2-10523.1	0.02	0.01
PdomMRNAr1.2-10524.1	1	0.7
PdomMRNAr1.2-10525.1	0.25	0.08
PdomMRNAr1.2-10526.1	1	1
PdomMRNAr1.2-10527.1	1	0.97
PdomMRNAr1.2-10528.1	0.9	0.75
PdomMRNAr1.2-10529.1	1	1
